"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000003137.9",123.282886182631,-2.69871237468585,1.2209632231664,-2.21031422034736,0.0270833623811146,0.184819339801783
"ENSG00000003147.19",67.3560788957584,1.22404242220987,1.37187091927056,0.892243144027503,0.372262621620335,0.676980758738266
"ENSG00000003249.15",114.513703070388,1.35750665458621,1.2930126714377,1.049878848501,0.293773817426527,0.613271853913974
"ENSG00000003393.16",1209.96023396036,1.07296916232006,1.01385873808431,1.05830242618162,0.289917587201333,0.610127473931474
"ENSG00000003400.16",520.753099632074,-0.183221224809019,1.08203630092484,-0.169330016610734,0.865537067034167,0.948751575384657
"ENSG00000003402.21",4726.77365673149,-0.263278775399551,0.957952477481602,-0.274834902135954,0.783443082214918,0.91224271364898
"ENSG00000003436.16",1317.21443972951,-3.7449954482982,1.02291601229491,-3.66109768865219,0.000251136973460419,0.0133306741646176
"ENSG00000003509.16",157.696255536391,1.17218252818333,1.15226534202427,1.01728524275847,0.309017754768312,0.625684330693524
"ENSG00000003756.17",541.374382380109,-1.11561058503481,1.18849280586615,-0.938676767354752,0.347896725155783,0.657113749374322
"ENSG00000003987.14",13.481750313759,-7.30907000481846,3.49732793724456,-2.08990124345533,0.0366266718743257,0.210295459568039
"ENSG00000003989.18",83.481786140443,-3.35951441097731,1.43216676901542,-2.34575643260239,0.0189885116073198,0.155396142770532
"ENSG00000004059.11",234.931498722442,1.94979279593042,1.24601857770751,1.56481839903041,0.117625496353217,0.392142789989977
"ENSG00000004139.14",162.92151232887,-0.250365635121768,1.1753720429032,-0.213009690534546,0.831319404182898,0.935378783297432
"ENSG00000004142.12",155.439895287519,0.914556180794447,1.33072099974851,0.687263657045532,0.491916596407406,0.757356187056423
"ENSG00000004399.13",1108.24292306391,0.944109781235217,1.13657629095474,0.83066116084663,0.406165073185894,0.700778027500431
"ENSG00000004455.18",477.522827214898,-0.373272500294478,1.04652434078813,-0.356678278513208,0.721332668608308,0.882938392413669
"ENSG00000004468.13",68.7577092671423,-0.789464234230283,1.45240587244,-0.543556211945086,0.586746899122166,0.813588161775859
"ENSG00000004478.8",670.52163536241,2.70719659863113,1.21845842393753,2.22182106951391,0.0262954002457892,0.182488729717482
"ENSG00000004487.18",1006.15903955435,0.899398051757642,1.03186188719385,0.87162639004291,0.383412229069824,0.684667774958193
"ENSG00000004534.15",655.849778519235,-0.68313107429721,1.08748369729236,-0.628175922083323,0.529888701637734,0.779497507105811
"ENSG00000004660.15",925.636839813442,1.51573281620167,1.09131307475745,1.38890741003772,0.164860906969216,0.466917030751278
"ENSG00000004700.16",55.7303125661496,-2.38257079000329,1.42936153332126,-1.66687764743966,0.0955387363978248,0.350240942156281
"ENSG00000004766.17",101.441348698944,0.296047704876795,1.29134540706787,0.229255242831584,0.81867053812899,0.930287349910591
"ENSG00000004776.13",2950.2026102828,-8.1603771759575,1.54298736214846,-5.28868698224136,1.2319750940412e-07,6.31070917766564e-05
"ENSG00000004777.19",145.667974797383,1.32561362073887,1.21255101387881,1.09324358774678,0.274286863991044,0.594664714392846
"ENSG00000004779.10",31.4857237748444,-0.21734018531876,1.7527410510802,-0.124000168299142,0.901315141808604,0.96408602056838
"ENSG00000004799.8",727.10598999022,-6.68231233049917,1.40112427527477,-4.76925027167111,1.84912815692503e-06,0.000375848431243397
"ENSG00000004809.14",14.3370696374469,-7.39724326742988,3.16461320059858,-2.33748733211083,0.0194138588660911,0.156793385658194
"ENSG00000004838.14",23.0241190057545,-1.33853889194652,2.38082356687501,-0.56221675161904,0.573968349439898,0.805630017546796
"ENSG00000004846.17",350.131173949502,1.56754428319718,1.31089843921355,1.19577858688854,0.231782974244613,0.549328837171207
"ENSG00000004848.8",25.1522658875393,-1.48157023021549,2.33564143430582,-0.634331198468326,0.525864700031894,0.777447787826587
"ENSG00000004864.14",24.7427831752905,-1.42768642979527,1.83522917726653,-0.777933594060294,0.436608162374962,0.721883153574111
"ENSG00000004866.22",45.9052221026304,-2.10783036803421,1.55952775153638,-1.35158246844769,0.176508921794797,0.48245941661044
"ENSG00000004897.12",938.449311400989,-5.89616067595784,1.12818601799062,-5.22623094235766,1.730002574052e-07,7.98088366844166e-05
"ENSG00000004939.16",243.527910869582,-0.510052286747129,1.09506849752734,-0.465772038825724,0.641378681401659,0.84253152886085
"ENSG00000004948.16",12.1048626233193,-7.15374881690515,3.13312283333971,-2.28326471620639,0.0224147800656195,0.168967059861882
"ENSG00000004961.15",17.7013885426629,-2.27342356902249,2.09712122064534,-1.08406874463981,0.278334319711196,0.599096337763142
"ENSG00000004975.12",152.030367019405,0.345261141825683,1.14706689966616,0.300994773649354,0.763418479861452,0.903187918153189
"ENSG00000005001.10",33.3253910347813,8.51798797282965,2.4017023812666,3.54664592885047,0.000390168587951558,0.0175233773636158
"ENSG00000005007.14",603.16029484402,0.95408098394847,1.1113246687312,0.858507878744154,0.390612081847557,0.689794973699501
"ENSG00000005020.13",169.254791952642,-2.31855535326809,1.29589825099344,-1.78914922640776,0.0735907861249624,0.298473393842588
"ENSG00000005022.6",124.868807696755,-1.11069622376503,1.29363639097842,-0.858584553983505,0.390569762825623,0.689794973699501
"ENSG00000005059.16",29.9831458428409,-1.23987881582951,1.71045154035708,-0.724883918997595,0.468523247063239,0.743276228474894
"ENSG00000005073.6",27.6551110619724,-2.26977149642501,2.33217242236613,-0.973243433743287,0.330432328719751,0.642260683645312
"ENSG00000005075.16",41.6545910171792,1.04589571218712,1.5884226540366,0.658449254377746,0.510249494662669,0.769046415295552
"ENSG00000005100.13",101.985953308759,0.17646425712815,1.23049556768166,0.143409096109644,0.885967099573107,0.957284900416686
"ENSG00000005102.14",98.7703301601057,-6.3981143285736,1.48025292011453,-4.32231157367253,1.54402932755873e-05,0.00189663503050841
"ENSG00000005108.17",83.2763025245484,-4.18934210204878,1.35909523837146,-3.08244925283432,0.0020530473261542,0.0482954848220789
"ENSG00000005156.12",405.264098684847,-0.86236543918103,1.06052541498246,-0.813149243759791,0.416132495896023,0.707540953692046
"ENSG00000005175.10",41.9393386197061,-3.09267169723845,1.58590602502719,-1.95009770341558,0.0511644749398916,0.247377625901981
"ENSG00000005187.12",84.4700912945048,-3.98887912417443,1.48307939884433,-2.68959242996882,0.00715393325155086,0.0952166410931485
"ENSG00000005189.20",17.6571728318367,-0.637275935301766,2.04855908412184,-0.311084967107477,0.755736029076933,0.899873468258491
"ENSG00000005194.15",61.7744006069597,-0.631003161860454,1.37785811032093,-0.457959464137771,0.646981564115194,0.845608856745528
"ENSG00000005206.17",614.539763993105,2.70177457375153,1.0199276018371,2.64898662305548,0.0080733527141193,0.101066217959513
"ENSG00000005238.20",204.332152756112,0.678203452499107,1.17137415830662,0.578981060568678,0.562601952640875,0.798736716455317
"ENSG00000005243.10",39.0625304213395,-1.08663199083445,1.56756542388908,-0.693197217975471,0.488185793833719,0.755205572918566
"ENSG00000005249.14",1163.44640163613,-1.61176745351688,1.0920896115917,-1.47585640995867,0.13998244349667,0.430137362450127
"ENSG00000005302.19",119.716198903288,-2.06936157447573,1.22468263339866,-1.68971251656682,0.0910829674935107,0.340072729446491
"ENSG00000005339.15",960.740955335664,-1.25344793998175,1.14068812260204,-1.09885245155573,0.271832429340099,0.592120449750935
"ENSG00000005379.17",279.024512141779,-0.900864378146125,1.10700972945528,-0.813781807129562,0.415769959103371,0.707540953692046
"ENSG00000005381.9",22.3622766188655,-6.59250847432704,2.62968325351438,-2.50695914251902,0.0121774786829462,0.124629769754262
"ENSG00000005421.9",10.4124955351841,-1.79367234315594,3.00459925444258,-0.596975566875959,0.550523693425675,NA
"ENSG00000005436.14",58.7654835474207,1.06582960282104,1.43914800876068,0.740597628828238,0.458937446160389,0.737049077690586
"ENSG00000005448.17",109.867009497374,1.07555902473461,1.29014771411253,0.833671224596539,0.404466277630688,0.699622190426177
"ENSG00000005469.12",59.5498556040103,1.7237434441004,1.54651326628159,1.11459984319756,0.265021937577953,0.585908030351534
"ENSG00000005471.19",26.4253920550042,-4.80987890507242,1.9473499759416,-2.46996121113088,0.0135127703382787,0.130015393076837
"ENSG00000005483.23",997.902801232492,-3.18216258834418,1.24725536632667,-2.55133204815632,0.0107312031945523,0.116957155920845
"ENSG00000005486.17",170.255305033204,1.46074183348523,1.26454694880632,1.15515033654077,0.248028868104211,0.567397843956442
"ENSG00000005513.11",43.9829656056672,-3.01705771424764,1.53436648439408,-1.96632143945654,0.0492614917999632,0.24382209827631
"ENSG00000005801.18",966.948331979055,0.611620917225438,1.15874733764081,0.527829404528075,0.597617746370838,0.819465283386376
"ENSG00000005810.20",1526.68652811824,-0.768644945230333,1.00561685180787,-0.764351695030251,0.444657686665078,0.727520470939504
"ENSG00000005812.11",92.7975926213727,-1.87806221930949,1.3444623046525,-1.3968872260758,0.162447486481415,0.463514656027865
"ENSG00000005844.19",690.256598703618,0.364675001972826,1.02768057495198,0.354852481268185,0.722700109131819,0.883718254259882
"ENSG00000005882.12",159.443890279469,-1.81092801848685,1.19498004189631,-1.51544624595829,0.129659433429361,0.413220446410882
"ENSG00000005884.18",833.339924149998,1.43524691524279,1.00997403529591,1.42107308216323,0.15529551446641,0.453431430569352
"ENSG00000005889.16",256.315262303766,-0.423815278968774,1.09127755173239,-0.388366166147167,0.697745078598105,0.870940626624729
"ENSG00000005893.17",386.464046290295,0.194915856057226,1.08662339659902,0.179377562334187,0.857641248301918,0.946151023228536
"ENSG00000005961.19",167.237149831194,-2.9874594087927,1.23315419138588,-2.42261627107252,0.0154091937932241,0.139270600840714
"ENSG00000005981.13",33.3310363481277,-5.09025835040234,2.05353319911645,-2.47878064625031,0.0131832353269873,0.128634459790109
"ENSG00000006007.12",152.178078101792,0.775286556849413,1.22628249164398,0.632225088535715,0.527239805655321,0.778401589768989
"ENSG00000006015.18",960.622815971739,1.47133621497306,1.12774891404961,1.3046664879416,0.192006437481386,0.503541996621655
"ENSG00000006016.12",27.4393302396848,-0.584658155165922,1.79113582858866,-0.326417542340498,0.744108466878359,0.895264807649651
"ENSG00000006025.13",94.2041877003403,0.152307362798562,1.28665409219737,0.118374754895038,0.905770727796688,0.965364258220245
"ENSG00000006042.12",381.371208966533,1.43946062961105,1.1379763171618,1.26493021682663,0.205896344308891,0.519628718550662
"ENSG00000006062.18",126.360989730015,0.14611769633804,1.19853232316183,0.121913855399886,0.902967242460146,0.964601607913408
"ENSG00000006071.16",195.145483661396,-1.8568032093842,1.45347430553869,-1.27749297136424,0.20142826028483,0.514788270924808
"ENSG00000006116.4",11.4594877666951,-7.07441598547294,3.6631915353274,-1.93121651359152,0.0534562826692286,0.25201728407248
"ENSG00000006118.15",992.664586142252,3.80225046682723,1.16911295273547,3.25225245168209,0.0011449428025322,0.034676968429572
"ENSG00000006125.18",220.191260133625,-1.25606770887195,1.27860339293299,-0.982374765947284,0.325915253198077,0.639394461307577
"ENSG00000006128.12",9.87594841009941,-6.85984780910745,3.35488571742889,-2.04473367705791,0.0408811215515379,NA
"ENSG00000006194.11",153.280926550666,-0.190066694086523,1.17626741631463,-0.161584595008185,0.87163298928365,0.951934065710359
"ENSG00000006210.7",352.269498877098,-1.63297877636904,1.09877805254442,-1.48617709699204,0.13723228385174,0.425550306911326
"ENSG00000006282.22",169.812806305845,1.34681900673636,1.14838287823206,1.17279613991615,0.240877566468299,0.558659884353901
"ENSG00000006283.18",66.5769321366106,-6.11500606698747,1.71942609293918,-3.55642274599573,0.000375938962512015,0.0172716366156483
"ENSG00000006327.14",250.540587864089,-0.237789919580542,1.29464545223684,-0.183671845577257,0.854270897093659,0.944577114089966
"ENSG00000006377.11",26.28941311183,-8.27338470450609,2.98853687590013,-2.76837296913533,0.00563369430253851,0.0847045455989947
"ENSG00000006432.16",398.959124204917,0.620025524774195,1.15429537091287,0.537146332211182,0.591166538902665,0.815688701092183
"ENSG00000006451.8",100.958892776268,-0.396960661319573,1.30024082980039,-0.305297797316913,0.760139353395269,0.902031941780716
"ENSG00000006453.14",198.191389485373,1.89098412559764,1.19900414843326,1.57712892659178,0.114765862515933,0.386564375546403
"ENSG00000006459.11",249.046819606634,-3.22007491752055,1.31583700365297,-2.44716853879403,0.014398349267761,0.133436032828586
"ENSG00000006468.15",41.2283787506157,-2.6405973115065,1.71549653126524,-1.539261236255,0.123740533294157,0.403103184517731
"ENSG00000006530.18",426.834917856564,1.01078898411741,1.11008793421476,0.910548572742045,0.362533277851958,0.669110255636203
"ENSG00000006534.17",415.030159916373,1.14504371773906,1.1071538026554,1.03422281077189,0.301032012594437,0.620491395777442
"ENSG00000006555.11",97.0553193563453,0.803525150593314,1.43272073832011,0.560838640149412,0.574907542685298,0.806291450089866
"ENSG00000006576.17",82.7547933367528,-1.1926352985059,1.29196215772099,-0.923119374184838,0.355944999194298,0.664063940321835
"ENSG00000006606.9",3.25575465529086,-3.72556801198107,4.80060721281263,-0.776061828603199,0.437712480372904,NA
"ENSG00000006607.14",385.482178709888,-0.171918651791743,1.03573273546795,-0.165987465592723,0.868166814343537,0.950075964677699
"ENSG00000006611.17",27.2515093041432,-2.26922207829025,2.63523228838582,-0.861108938400354,0.389178046708351,0.688427824173811
"ENSG00000006625.18",59.9924679666635,-1.55967701180183,1.60899483751811,-0.969348673739465,0.332371251712482,0.644140797253263
"ENSG00000006634.8",33.6965963695103,-2.4055302900013,1.67372917166471,-1.43722791639506,0.150653243186835,0.446564109809208
"ENSG00000006638.13",1657.64234246452,1.42540588500733,1.16969519314209,1.21861309968996,0.222991074700827,0.539970593944651
"ENSG00000006652.15",324.726315504279,-4.97362331337095,1.32171291390688,-3.76301332992904,0.000167878249864861,0.010068976169901
"ENSG00000006659.13",3.70748133628372,-5.44393240518549,4.79996745845214,-1.1341602734409,0.256727324625746,NA
"ENSG00000006695.12",116.924411426573,-0.808230531810759,1.22706066828284,-0.658672022257711,0.510106402642449,0.768986170246205
"ENSG00000006704.11",395.39572388751,1.60467771313704,1.09573113701095,1.46448125724934,0.143062500483276,0.435366662116172
"ENSG00000006712.15",252.173372818371,-1.68018982067091,1.43745997000018,-1.16886025053672,0.242459940750459,0.560407714273591
"ENSG00000006715.16",329.428619114742,0.365009781852239,1.0728062815704,0.340238296626981,0.733677080128051,0.890029829040702
"ENSG00000006740.18",158.925852901062,-0.155545763957145,1.18146721870636,-0.131654743774828,0.895257383066835,0.96151261864712
"ENSG00000006744.19",283.300097948641,0.80649396678835,1.06651484665563,0.756195724154566,0.449531856027849,0.731185664085834
"ENSG00000006747.15",283.647589736721,-0.475951961106768,1.0986800649741,-0.433203419521392,0.664866994868629,0.85588698999831
"ENSG00000006756.16",536.180543115639,2.34076344139796,1.02541821414971,2.28274026060571,0.022445672746406,0.169015826604145
"ENSG00000006757.12",27.1717878786445,-1.11141028653738,1.76830204615917,-0.628518351234969,0.529664428794201,0.779497507105811
"ENSG00000006788.14",20.9781644282872,-2.33943547201785,2.45677164233413,-0.952239692002957,0.34097543532994,0.651396777120085
"ENSG00000006837.12",49.4099147990737,-2.24801544718597,1.79076438122574,-1.25533848604206,0.209355909659499,0.523403582083695
"ENSG00000007001.14",6.97987549157088,-4.83208033295875,3.98260646837825,-1.2132959586455,0.22501668748414,NA
"ENSG00000007038.11",13.0284390923262,-2.80848480830963,2.41083483125729,-1.16494285377691,0.244042125434993,0.56207685057351
"ENSG00000007047.16",264.802300779873,0.276709191758475,1.09416389598726,0.252895560503576,0.800348920194508,0.921698391782194
"ENSG00000007062.12",22.1302050945534,-6.57921268105646,2.94905276815726,-2.23095793744224,0.0256839153659699,0.180431143319929
"ENSG00000007080.11",112.967338085729,-0.339979986791104,1.47453465188294,-0.230567648143744,0.81765070347241,0.929816992115525
"ENSG00000007129.18",13.9194669715465,-3.51747321397704,3.09032709838335,-1.13822035726158,0.255028480235079,0.575012465607359
"ENSG00000007168.15",2094.25826385526,0.583713921365862,0.982609255579333,0.594044802704115,0.552482147500746,0.793245756980986
"ENSG00000007171.19",52.1420783010001,-4.28182346660079,1.83110840618971,-2.3383779202405,0.0193676520936487,0.15660200944152
"ENSG00000007174.18",118.458300623303,-0.776008770460668,1.37254966056282,-0.565377554457638,0.571816988135334,0.804182556861569
"ENSG00000007202.16",548.745252932862,-0.765826893028609,1.16662005190502,-0.656449279933136,0.511535091642324,0.769576487688282
"ENSG00000007216.16",14.3948381641383,-5.90991080930367,3.24067881632036,-1.82366446793209,0.0682028137424579,0.285154998933777
"ENSG00000007237.19",332.438755893228,-0.930630743642951,1.08418109968962,-0.858372041266325,0.390687060858469,0.689794973699501
"ENSG00000007255.10",55.4689130545631,2.72505332300605,1.57588590279532,1.72921993792339,0.0837697392793442,0.322825032519224
"ENSG00000007264.15",42.8258440262942,0.172606998733506,1.52320619633431,0.113318209411763,0.909778281202626,0.966645799060061
"ENSG00000007306.15",23.5401335808577,3.74762732156031,2.32743472118308,1.61019653417189,0.107354957800798,0.372246343797754
"ENSG00000007312.14",16.9200487207413,-1.63315286404942,2.09860328372162,-0.778209429441669,0.43644555878898,0.721883153574111
"ENSG00000007314.12",118.778864232539,-8.00453909167388,1.62322310764897,-4.93126240869466,8.16998957644187e-07,0.000215063628392087
"ENSG00000007341.19",119.815223198822,0.892420767832998,1.1912112826442,0.749170848895957,0.453754236869442,0.73385135688937
"ENSG00000007350.18",25.2872376919155,-8.21976456306672,2.49885095333634,-3.28941770300149,0.00100394910998345,0.0326378172924807
"ENSG00000007372.25",131.617732668093,-1.96087230400772,1.52631924687155,-1.2847065304502,0.198894855372463,0.511625162035056
"ENSG00000007376.8",109.815910427057,3.16413825119955,1.69455558973198,1.8672377999119,0.0618683871245587,0.268858364017356
"ENSG00000007384.15",217.117560144343,1.44922334011189,1.10916730323244,1.30658678441785,0.191353087354994,0.502861175296342
"ENSG00000007392.17",306.790274018375,0.889632699615482,1.15986549117085,0.767013680799679,0.443073381530904,0.726655361651257
"ENSG00000007402.12",50.2609285936479,-2.51079180823651,1.53897958575753,-1.63146531082842,0.102792173692751,0.364153283738077
"ENSG00000007516.15",66.7433704029868,-3.06408129114082,1.3693401433775,-2.23763343677578,0.0252449692170516,0.179875150966459
"ENSG00000007520.4",101.681172417769,1.42261557441911,1.73569196077363,0.81962445328434,0.412430229070688,0.704977464969043
"ENSG00000007541.17",663.554786663085,2.75685267740879,1.02455175784169,2.69078907562106,0.00712832477253664,0.0950968365027046
"ENSG00000007545.16",254.65233134602,1.19944691508482,1.09485382401415,1.09553155752536,0.273283827915804,0.593554929182136
"ENSG00000007866.22",172.247634006713,0.532427697122535,1.18684818343919,0.448606405226735,0.653715612379094,0.849727179303269
"ENSG00000007908.16",53.848157057016,-4.5120093807528,1.59044566785425,-2.83694656909606,0.00455472335104902,0.0767584243158856
"ENSG00000007923.17",496.256098298157,0.737737593170283,1.02541572073212,0.719452197049951,0.471862345723091,0.745080982961738
"ENSG00000007933.13",108.0238904682,0.926248436316198,1.23654115723938,0.74906397647457,0.453818646038377,0.733868973217729
"ENSG00000007944.15",124.155753100688,-2.00271234279185,1.34150448900519,-1.4928853084025,0.135467211485675,0.423350782092244
"ENSG00000007952.18",2.69635006275179,-4.98228552299547,4.80568555469798,-1.03674813224616,0.299853253869421,NA
"ENSG00000008018.9",111.783526281585,-2.34760247002272,1.36931525701184,-1.71443534131484,0.0864488025288028,0.329604537181332
"ENSG00000008056.14",23.8520096625505,-3.2642862312807,1.99641013674916,-1.63507796879657,0.102032703945224,0.362479069892
"ENSG00000008083.14",400.404633599671,-2.13696739725966,1.24693603716057,-1.71377467133422,0.0865701168821824,0.329867998646563
"ENSG00000008086.13",819.807087667262,0.821079164482712,1.0963796719978,0.748900390488414,0.453917244952893,0.733927106602302
"ENSG00000008118.10",8.55041135764187,-4.12662586060491,3.36248777206169,-1.22725378955793,0.219727218077479,NA
"ENSG00000008128.23",283.557578905464,-0.76567871470272,1.13978516645653,-0.671774591595306,0.501727206541907,0.762933660943544
"ENSG00000008130.15",340.411306859101,-0.490959290049764,1.20550884784096,-0.407263116259215,0.683814749424145,0.864887617339728
"ENSG00000008196.13",725.918462486426,4.8244586007436,1.25387592556198,3.84763635890156,0.000119262899361485,0.00798724286783824
"ENSG00000008197.5",17.1892316500427,-7.65986386167572,3.28231805179404,-2.33367508596219,0.0196127416027017,0.156844004892829
"ENSG00000008226.20",57.0179761971502,-0.261486661802432,1.51967503705603,-0.172067485104574,0.863384474601466,0.94823700220905
"ENSG00000008256.17",230.660068718921,-1.52837593815387,1.13643313873865,-1.34488856937967,0.178661222125728,0.485263133125384
"ENSG00000008277.15",77.511887239668,-3.1607951179466,1.32416078679438,-2.38701761105498,0.0169856775821688,0.146331612370384
"ENSG00000008282.10",56.7911531785034,0.0254600596997109,1.49568094096641,0.0170223869291671,0.986418756171658,0.995293584205783
"ENSG00000008283.16",839.173091699553,3.60602089811202,1.01411794629102,3.55582002202061,0.000376801970366963,0.0172716366156483
"ENSG00000008294.22",898.970391621852,-1.16457581670921,1.15762229632872,-1.00600672637573,0.314412334432293,0.629533468473911
"ENSG00000008300.17",303.479766045907,1.45100209414732,1.22104013810773,1.18833283924308,0.234702304694193,0.552310998369635
"ENSG00000008311.16",1717.96736408669,0.654845944219617,1.01198605353269,0.647089890155745,0.517573768022515,0.773358458794858
"ENSG00000008323.16",142.299316216009,0.765709743318321,1.21161551039436,0.63197420035428,0.527403735902145,0.778401589768989
"ENSG00000008324.12",110.833787366409,0.742392871958432,1.26613143675919,0.586347396806349,0.557642086183149,0.796270945032445
"ENSG00000008382.16",71.6635724774555,1.34484482999898,1.40171935445328,0.959425170043053,0.337344600168621,0.648114850635272
"ENSG00000008394.13",531.17834483123,-1.97120767875157,1.02827435253737,-1.91700558696948,0.0552372218720286,0.256658756102122
"ENSG00000008405.12",149.843505006386,-0.294527089488979,1.26017408244712,-0.233719367499639,0.815202851037796,0.929076346104591
"ENSG00000008438.5",11.6130609671164,-1.79686966656556,2.47206901399856,-0.726868730763761,0.467306374089873,0.742339930276201
"ENSG00000008441.19",1971.06768747665,0.932470592153192,1.3582972222598,0.686499668019523,0.492398073594144,0.757564865513958
"ENSG00000008513.17",720.009912959762,-1.44414294316025,1.1849376638793,-1.21875013950722,0.222939041201798,0.539970593944651
"ENSG00000008516.18",214.666358537798,-1.69185009889997,1.22266565161763,-1.38373896139275,0.166438398995308,0.46914143012464
"ENSG00000008517.19",316.294789015954,-0.919146303063671,1.27444819658488,-0.721211192048994,0.470779586810058,0.744485638202227
"ENSG00000008710.20",2036.06509050086,1.63872205850658,0.969277429831314,1.69066358925924,0.0909010721678795,0.339611279479168
"ENSG00000008735.14",170.043562721282,1.04500212541022,1.21453216285683,0.860415357755659,0.389560123045414,0.688664754223414
"ENSG00000008838.21",236.934634847539,1.10231124078772,1.09205174780513,1.0093946948972,0.312785381694382,0.627925724136509
"ENSG00000008853.18",150.540598491658,0.0601892292772523,1.1490603532909,0.0523812601356153,0.958224905860956,0.985577502620215
"ENSG00000008869.12",100.493550820303,-2.14766038011098,1.37858412543122,-1.55787401036494,0.119263117220917,0.395242850268935
"ENSG00000008952.17",514.185395232199,-1.88801365284817,1.14728375439435,-1.6456379214093,0.0998383268998579,0.358242296428059
"ENSG00000008988.11",1862.53558801068,0.318917142951594,0.993024820849177,0.321157272462611,0.748091209989172,0.897044987608647
"ENSG00000009307.17",1173.95448839628,-3.09761024646322,1.28099186919132,-2.41813419816529,0.0156003222014617,0.140195783159935
"ENSG00000009335.19",347.473898927495,0.408929252508124,1.08301876598123,0.377582794825932,0.705740547881646,0.875275543667804
"ENSG00000009413.17",1922.17619123756,-0.322507320027086,0.980243614285637,-0.329007315454043,0.742150158651776,0.893985760577546
